Zeit,Kanal,Spannung,Strom,Leistung
12/10/2023 14:57:44,1,4.79,0.209,1.0
12/10/2023 14:57:44,2,8.13,0.369,3.0
12/10/2023 14:57:44,3,2.147,0.093,0.199
12/10/2023 14:57:55,1,4.79,0.209,1.0
12/10/2023 14:57:55,2,8.13,0.369,3.0
12/10/2023 14:57:55,3,2.183,0.092,0.2
12/10/2023 14:58:05,1,4.79,0.209,1.0
12/10/2023 14:58:05,2,8.13,0.369,3.0
12/10/2023 14:58:06,3,2.181,0.093,0.203
12/10/2023 14:58:16,1,4.79,0.209,1.001
12/10/2023 14:58:16,2,8.13,0.369,3.0
12/10/2023 14:58:17,3,2.145,0.094,0.202
12/10/2023 14:58:27,1,4.79,0.209,0.999
12/10/2023 14:58:27,2,8.13,0.369,3.0
12/10/2023 14:58:27,3,2.13,0.094,0.2
12/10/2023 14:58:38,1,4.792,0.209,1.0
12/10/2023 14:58:38,2,8.13,0.369,3.0
12/10/2023 14:58:39,3,2.133,0.094,0.2
12/10/2023 14:58:49,1,4.794,0.209,1.0
12/10/2023 14:58:49,2,8.13,0.369,3.0
12/10/2023 14:58:49,3,2.135,0.094,0.2
12/10/2023 14:59:00,1,4.794,0.209,1.0
12/10/2023 14:59:00,2,8.13,0.369,3.0
12/10/2023 14:59:00,3,2.135,0.094,0.2
12/10/2023 14:59:10,1,4.794,0.209,1.001
12/10/2023 14:59:11,2,8.13,0.369,3.0
12/10/2023 14:59:11,3,2.136,0.094,0.201
12/10/2023 14:59:21,1,4.792,0.208,0.998
12/10/2023 14:59:21,2,8.13,0.369,3.0
12/10/2023 14:59:21,3,2.136,0.094,0.2
12/10/2023 14:59:31,1,4.796,0.208,1.0
12/10/2023 14:59:32,2,8.13,0.369,3.0
12/10/2023 14:59:32,3,2.136,0.094,0.201
12/10/2023 14:59:42,1,4.798,0.209,1.001
12/10/2023 14:59:42,2,8.13,0.369,3.0
12/10/2023 14:59:42,3,2.135,0.092,0.197
12/10/2023 14:59:53,1,4.796,0.208,0.999
12/10/2023 14:59:53,2,8.13,0.369,3.0
12/10/2023 14:59:53,3,2.161,0.089,0.193
12/10/2023 15:00:04,1,4.796,0.208,1.0
12/10/2023 15:00:04,2,8.13,0.369,3.0
12/10/2023 15:00:04,3,2.198,0.09,0.198
12/10/2023 15:00:14,1,4.796,0.208,1.0
12/10/2023 15:00:14,2,8.13,0.369,3.0
12/10/2023 15:00:14,3,2.202,0.091,0.2
12/10/2023 15:00:25,1,4.796,0.207,0.995
12/10/2023 15:00:25,2,8.13,0.369,3.0
12/10/2023 15:00:26,3,2.207,0.091,0.202
12/10/2023 15:00:36,1,4.809,0.208,1.001
12/10/2023 15:00:36,2,8.13,0.369,3.0
12/10/2023 15:00:36,3,2.199,0.088,0.194
12/10/2023 15:00:46,1,4.805,0.208,1.0
12/10/2023 15:00:46,2,8.13,0.369,3.0
12/10/2023 15:00:47,3,2.263,0.088,0.199
12/10/2023 15:00:57,1,4.805,0.208,0.999
12/10/2023 15:00:57,2,8.13,0.369,3.0
12/10/2023 15:00:57,3,2.265,0.09,0.203
12/10/2023 15:01:07,1,4.805,0.208,1.0
12/10/2023 15:01:08,2,8.13,0.369,3.0
12/10/2023 15:01:08,3,2.265,0.09,0.204
12/10/2023 15:01:18,1,4.805,0.208,0.999
12/10/2023 15:01:19,2,8.13,0.369,3.0
12/10/2023 15:01:19,3,2.255,0.093,0.21
12/10/2023 15:01:30,1,4.809,0.208,1.002
12/10/2023 15:01:30,2,8.13,0.369,3.0
12/10/2023 15:01:30,3,2.202,0.092,0.204
12/10/2023 15:01:40,1,4.805,0.208,1.001
12/10/2023 15:01:40,2,8.13,0.369,3.0
12/10/2023 15:01:40,3,2.182,0.091,0.199
12/10/2023 15:01:51,1,4.803,0.208,1.0
12/10/2023 15:01:51,2,8.13,0.369,3.0
12/10/2023 15:01:51,3,2.189,0.091,0.2
12/10/2023 15:02:01,1,4.803,0.208,1.0
12/10/2023 15:02:02,2,8.13,0.369,3.0
12/10/2023 15:02:02,3,2.189,0.092,0.201
12/10/2023 15:02:12,1,4.802,0.208,1.0
12/10/2023 15:02:12,2,8.13,0.369,3.0
12/10/2023 15:02:12,3,2.186,0.091,0.199
12/10/2023 15:02:23,1,4.804,0.208,1.0
12/10/2023 15:02:23,2,8.13,0.369,3.0
12/10/2023 15:02:23,3,2.186,0.091,0.2
12/10/2023 15:02:33,1,4.802,0.208,1.001
12/10/2023 15:02:34,2,8.13,0.369,3.0
12/10/2023 15:02:34,3,2.191,0.091,0.199
12/10/2023 15:02:44,1,4.798,0.208,1.0
12/10/2023 15:02:44,2,8.13,0.369,3.0
12/10/2023 15:02:44,3,2.202,0.089,0.197
12/10/2023 15:02:54,1,4.798,0.208,1.0
12/10/2023 15:02:55,2,8.13,0.369,3.0
12/10/2023 15:02:55,3,2.221,0.089,0.197
12/10/2023 15:03:05,1,4.798,0.208,1.0
12/10/2023 15:03:06,2,8.13,0.369,3.001
12/10/2023 15:03:06,3,2.243,0.088,0.197
12/10/2023 15:03:17,1,4.801,0.208,1.0
12/10/2023 15:03:17,2,8.131,0.369,3.001
12/10/2023 15:03:17,3,2.284,0.088,0.202
12/10/2023 15:03:27,1,4.801,0.208,1.0
12/10/2023 15:03:27,2,8.131,0.369,3.001
12/10/2023 15:03:28,3,2.278,0.087,0.199
12/10/2023 15:03:38,1,4.801,0.208,1.001
12/10/2023 15:03:38,2,8.13,0.369,3.001
12/10/2023 15:03:38,3,2.293,0.088,0.201
12/10/2023 15:03:49,1,4.799,0.208,1.0
12/10/2023 15:03:49,2,8.131,0.369,3.001
12/10/2023 15:03:49,3,2.282,0.088,0.202
12/10/2023 15:04:00,1,4.799,0.208,1.0
12/10/2023 15:04:00,2,8.13,0.369,3.0
12/10/2023 15:04:00,3,2.257,0.092,0.209
12/10/2023 15:04:15,1,4.799,0.209,1.001
12/10/2023 15:04:15,2,8.131,0.369,3.002
12/10/2023 15:04:15,3,4.259,0.173,0.739
12/10/2023 15:04:25,1,4.799,0.208,1.0
12/10/2023 15:04:25,2,8.13,0.369,3.001
12/10/2023 15:04:26,3,2.211,0.085,0.187
12/10/2023 15:04:36,1,4.803,0.208,1.0
12/10/2023 15:04:37,2,8.131,0.369,3.001
12/10/2023 15:04:37,3,2.308,0.088,0.203
12/10/2023 15:04:47,1,4.8,0.208,1.0
12/10/2023 15:04:48,2,8.129,0.369,3.0
12/10/2023 15:04:48,3,2.299,0.087,0.2
12/10/2023 15:04:58,1,4.798,0.208,0.999
12/10/2023 15:04:58,2,8.131,0.369,3.001
12/10/2023 15:04:59,3,2.289,0.087,0.2
12/10/2023 15:05:14,1,4.799,0.208,1.0
12/10/2023 15:05:14,2,8.129,0.369,3.0
12/10/2023 15:05:14,3,2.286,0.088,0.201
12/10/2023 15:05:25,1,4.799,0.208,0.998
12/10/2023 15:05:25,2,8.13,0.369,3.001
12/10/2023 15:05:25,3,2.281,0.087,0.199
