Zeit,Kanal,Spannung,Strom,Leistung
17/10/2023 11:45:21,2,0.0,0.0,0.0
17/10/2023 11:45:21,3,0.0,0.0,0.0
17/10/2023 11:45:23,2,0.0,0.0,0.0
17/10/2023 11:45:23,3,0.0,0.0,0.0
17/10/2023 11:45:25,2,0.0,0.0,0.0
17/10/2023 11:45:25,3,0.0,0.0,0.0
17/10/2023 11:45:28,2,0.0,0.0,0.0
17/10/2023 11:45:28,3,0.0,0.0,0.0
17/10/2023 11:45:30,2,0.0,0.0,0.0
17/10/2023 11:45:30,3,0.0,0.0,0.0
17/10/2023 11:45:32,2,0.0,0.0,0.0
17/10/2023 11:45:32,3,0.0,0.0,0.0
17/10/2023 11:45:35,2,0.0,0.0,0.0
17/10/2023 11:45:35,3,0.0,0.0,0.0
17/10/2023 11:45:43,2,0.0,0.0,0.0
17/10/2023 11:45:43,3,0.0,0.0,0.0
17/10/2023 11:45:51,2,0.0,0.0,0.0
17/10/2023 11:45:52,3,0.0,0.0,0.0
17/10/2023 11:46:00,2,0.0,0.0,0.0
17/10/2023 11:46:00,3,0.0,0.0,0.0
17/10/2023 11:46:08,2,0.0,0.0,0.0
17/10/2023 11:46:08,3,0.0,0.0,0.0
17/10/2023 11:46:17,2,0.0,0.0,0.0
17/10/2023 11:46:17,3,0.0,0.0,0.0
17/10/2023 11:46:25,2,0.0,0.0,0.0
17/10/2023 11:46:25,3,0.0,0.0,0.0
17/10/2023 11:46:33,2,0.0,0.0,0.0
17/10/2023 11:46:34,3,0.0,0.0,0.0
17/10/2023 11:46:42,2,0.0,0.0,0.0
17/10/2023 11:46:42,3,0.0,0.0,0.0
