Zeit,Kanal,Spannung,Strom,Leistung
13/10/2023 10:36:15,2,9.384,0.426,3.999
13/10/2023 10:36:15,3,4.856,0.206,0.999
13/10/2023 10:36:16,2,9.385,0.426,4.0
13/10/2023 10:36:16,3,4.86,0.206,0.999
13/10/2023 10:36:16,2,9.385,0.426,3.999
13/10/2023 10:36:17,3,4.864,0.206,1.0
13/10/2023 10:36:17,2,9.384,0.426,4.001
13/10/2023 10:36:17,3,4.865,0.205,1.0
13/10/2023 10:36:18,2,9.385,0.426,4.0
13/10/2023 10:36:18,3,4.866,0.206,1.001
13/10/2023 10:36:19,2,9.385,0.426,4.0
13/10/2023 10:36:19,3,4.864,0.206,0.999
13/10/2023 10:36:20,2,9.385,0.426,4.0
13/10/2023 10:36:20,3,4.867,0.205,0.999
13/10/2023 10:36:21,2,9.385,0.426,4.001
13/10/2023 10:36:21,3,4.87,0.205,1.001
13/10/2023 10:36:22,2,9.384,0.426,3.999
13/10/2023 10:36:22,3,4.868,0.204,0.996
13/10/2023 10:36:23,2,9.384,0.426,4.0
13/10/2023 10:36:23,3,4.879,0.166,0.811
13/10/2023 10:36:24,2,9.384,0.426,3.999
13/10/2023 10:36:24,3,5.417,0.0,0.001
13/10/2023 10:36:24,2,9.385,0.426,4.0
13/10/2023 10:36:25,3,32.051,0.0,0.003
13/10/2023 10:36:25,2,9.385,0.426,4.0
13/10/2023 10:36:25,3,32.051,0.0,0.003
13/10/2023 10:36:26,2,9.385,0.426,4.0
13/10/2023 10:36:26,3,32.051,0.0,0.003
13/10/2023 10:36:27,2,9.385,0.426,4.0
13/10/2023 10:36:27,3,32.05,0.0,0.003
13/10/2023 10:36:28,2,9.384,0.426,3.999
13/10/2023 10:36:28,3,32.05,0.0,0.003
13/10/2023 10:36:29,2,9.385,0.426,4.001
13/10/2023 10:36:29,3,32.05,0.0,0.003
13/10/2023 10:36:30,2,9.385,0.426,4.0
13/10/2023 10:36:30,3,32.05,0.0,0.003
13/10/2023 10:36:31,2,9.385,0.426,4.0
13/10/2023 10:36:31,3,32.05,0.0,0.0
13/10/2023 10:36:32,2,9.384,0.426,3.999
13/10/2023 10:36:32,3,32.05,0.0,0.003
13/10/2023 10:36:32,2,9.384,0.426,4.0
13/10/2023 10:36:33,3,32.05,0.0,0.003
13/10/2023 10:36:33,2,9.385,0.426,4.0
13/10/2023 10:36:33,3,32.05,0.0,0.0
13/10/2023 10:36:34,2,9.384,0.426,3.999
13/10/2023 10:36:34,3,32.05,0.0,0.0
13/10/2023 10:36:35,2,9.385,0.426,4.0
13/10/2023 10:36:35,3,32.05,0.0,0.003
13/10/2023 10:36:36,2,9.385,0.426,4.001
13/10/2023 10:36:36,3,32.05,0.0,0.0
13/10/2023 10:36:37,2,9.385,0.426,4.0
13/10/2023 10:36:37,3,32.05,0.0,0.0
13/10/2023 10:36:38,2,9.384,0.426,3.999
13/10/2023 10:36:38,3,32.05,0.0,0.0
13/10/2023 10:36:39,2,9.385,0.426,4.001
13/10/2023 10:36:39,3,32.05,0.0,0.0
13/10/2023 10:36:40,2,9.384,0.426,3.999
13/10/2023 10:36:40,3,32.05,0.0,0.0
13/10/2023 10:36:40,2,9.384,0.426,3.999
13/10/2023 10:36:41,3,32.05,0.0,0.0
13/10/2023 10:36:41,2,9.385,0.426,4.001
13/10/2023 10:36:41,3,24.531,1.107,27.156
13/10/2023 10:36:42,2,9.384,0.426,3.999
13/10/2023 10:36:42,3,4.702,0.213,1.001
13/10/2023 10:36:43,2,9.385,0.426,4.0
13/10/2023 10:36:43,3,4.701,0.207,0.975
13/10/2023 10:36:44,2,9.385,0.426,4.001
13/10/2023 10:36:44,3,4.737,0.215,1.02
13/10/2023 10:36:45,2,9.385,0.426,3.999
13/10/2023 10:36:45,3,4.688,0.213,0.999
13/10/2023 10:36:46,2,9.384,0.426,4.0
13/10/2023 10:36:46,3,4.689,0.213,1.0
13/10/2023 10:36:47,2,9.384,0.426,3.999
13/10/2023 10:36:47,3,4.691,0.213,1.001
13/10/2023 10:36:48,2,9.385,0.426,4.0
13/10/2023 10:36:48,3,4.691,0.213,1.0
13/10/2023 10:36:48,2,9.385,0.426,4.0
13/10/2023 10:36:49,3,4.691,0.213,0.999
13/10/2023 10:36:49,2,9.385,0.426,4.0
13/10/2023 10:36:49,3,4.755,0.214,0.996
13/10/2023 10:36:50,2,9.385,0.426,4.001
13/10/2023 10:36:50,3,9.385,0.208,0.989
13/10/2023 10:36:51,2,9.385,0.426,4.0
13/10/2023 10:36:51,3,4.808,0.211,1.023
13/10/2023 10:36:52,2,9.385,0.426,4.0
13/10/2023 10:36:52,3,4.754,0.211,1.005
13/10/2023 10:36:53,2,9.385,0.426,4.0
13/10/2023 10:36:53,3,4.743,0.211,1.0
13/10/2023 10:36:54,2,9.385,0.426,4.0
13/10/2023 10:36:54,3,4.743,0.211,0.999
13/10/2023 10:36:55,2,9.384,0.426,3.999
13/10/2023 10:36:55,3,4.746,0.211,1.0
13/10/2023 10:36:55,2,9.384,0.426,3.999
13/10/2023 10:36:56,3,4.746,0.21,0.999
13/10/2023 10:36:56,2,9.385,0.426,4.0
13/10/2023 10:36:57,3,4.749,0.21,0.999
13/10/2023 10:36:57,2,9.385,0.426,4.001
13/10/2023 10:36:57,3,4.755,0.41,1.952
13/10/2023 10:36:58,2,9.385,0.426,4.001
13/10/2023 10:36:58,3,4.128,0.35,1.444
13/10/2023 10:36:59,2,9.385,0.426,4.0
13/10/2023 10:36:59,3,3.404,0.289,0.987
13/10/2023 10:37:00,2,9.385,0.426,4.001
13/10/2023 10:37:00,3,3.428,0.292,0.987
13/10/2023 10:37:01,2,9.384,0.426,3.999
13/10/2023 10:37:01,3,3.451,0.291,1.045
13/10/2023 10:37:02,2,9.385,0.426,4.0
13/10/2023 10:37:02,3,3.376,0.295,0.997
13/10/2023 10:37:03,2,9.385,0.426,4.0
13/10/2023 10:37:03,3,3.384,0.201,0.681
13/10/2023 10:37:03,2,9.384,0.426,4.001
13/10/2023 10:37:04,3,4.102,0.178,0.732
13/10/2023 10:37:04,2,9.384,0.426,3.999
13/10/2023 10:37:04,3,4.794,0.208,0.998
13/10/2023 10:37:05,2,9.385,0.426,4.0
13/10/2023 10:37:05,3,4.8,0.207,0.994
13/10/2023 10:37:06,2,9.385,0.426,4.0
13/10/2023 10:37:06,3,4.816,0.209,1.008
13/10/2023 10:37:07,2,9.385,0.426,4.0
13/10/2023 10:37:07,3,4.791,0.209,1.002
13/10/2023 10:37:08,2,9.385,0.426,4.0
13/10/2023 10:37:08,3,4.787,0.209,1.001
13/10/2023 10:37:09,2,9.385,0.426,4.001
13/10/2023 10:37:09,3,4.783,0.209,1.0
13/10/2023 10:37:10,2,9.026,0.815,7.356
13/10/2023 10:37:10,3,4.783,0.209,1.001
13/10/2023 10:37:11,2,6.668,0.627,4.182
13/10/2023 10:37:11,3,4.782,0.209,1.0
13/10/2023 10:37:11,2,6.63,0.603,4.001
13/10/2023 10:37:12,3,4.781,0.209,1.001
13/10/2023 10:37:12,2,6.629,0.604,3.999
13/10/2023 10:37:12,3,4.778,0.21,1.002
13/10/2023 10:37:13,2,6.629,0.604,4.004
13/10/2023 10:37:13,3,4.772,0.209,0.998
13/10/2023 10:37:14,2,6.628,0.604,4.002
13/10/2023 10:37:14,3,4.777,0.209,1.001
13/10/2023 10:37:15,2,6.627,0.301,1.995
13/10/2023 10:37:15,3,4.775,0.209,0.999
13/10/2023 10:37:16,2,7.098,0.337,3.999
13/10/2023 10:37:16,3,4.779,0.209,1.001
13/10/2023 10:37:17,2,9.384,0.426,4.0
13/10/2023 10:37:17,3,4.776,0.209,1.0
13/10/2023 10:37:18,2,9.385,0.426,4.0
13/10/2023 10:37:18,3,4.777,0.209,1.001
13/10/2023 10:37:19,2,9.385,0.426,4.0
13/10/2023 10:37:19,3,4.775,0.209,1.0
13/10/2023 10:37:19,2,9.385,0.426,4.0
13/10/2023 10:37:20,3,4.775,0.209,0.999
13/10/2023 10:37:20,2,9.385,0.426,4.0
13/10/2023 10:37:20,3,4.779,0.208,0.996
13/10/2023 10:37:21,2,9.385,0.426,4.0
13/10/2023 10:37:21,3,4.813,0.254,1.221
13/10/2023 10:37:22,2,9.385,0.426,4.0
13/10/2023 10:37:22,3,3.439,0.285,0.99
13/10/2023 10:37:23,2,9.385,0.426,4.0
13/10/2023 10:37:23,3,3.457,0.301,1.042
13/10/2023 10:37:24,2,9.385,0.426,4.0
13/10/2023 10:37:24,3,3.388,0.284,0.963
13/10/2023 10:37:25,2,9.385,0.426,4.0
13/10/2023 10:37:25,3,3.454,0.296,1.022
13/10/2023 10:37:26,2,9.385,0.426,4.0
13/10/2023 10:37:26,3,3.401,0.288,0.979
13/10/2023 10:37:26,2,9.385,0.426,4.001
13/10/2023 10:37:27,3,3.429,0.282,0.967
13/10/2023 10:37:27,2,9.383,0.426,3.998
13/10/2023 10:37:27,3,3.418,0.179,0.613
13/10/2023 10:37:28,2,9.384,0.426,3.999
13/10/2023 10:37:28,3,4.366,0.189,0.824
13/10/2023 10:37:29,2,9.384,0.426,4.0
13/10/2023 10:37:29,3,4.8,0.209,1.004
13/10/2023 10:37:30,2,9.385,0.426,4.0
13/10/2023 10:37:30,3,4.79,0.209,1.001
13/10/2023 10:37:31,2,9.385,0.426,4.0
13/10/2023 10:37:31,3,4.788,0.209,1.001
13/10/2023 10:37:32,2,9.385,0.426,4.0
13/10/2023 10:37:32,3,4.785,0.209,0.998
13/10/2023 10:37:33,2,9.385,0.426,4.001
13/10/2023 10:37:33,3,4.79,0.209,1.002
13/10/2023 10:37:34,2,9.385,0.426,4.001
13/10/2023 10:37:34,3,4.785,0.209,1.002
13/10/2023 10:37:35,2,9.385,0.426,4.001
13/10/2023 10:37:35,3,4.781,0.209,1.0
13/10/2023 10:37:35,2,9.384,0.426,3.999
13/10/2023 10:37:36,3,4.783,0.209,1.001
13/10/2023 10:37:36,2,9.385,0.426,4.0
13/10/2023 10:37:36,3,4.783,0.209,1.001
13/10/2023 10:37:37,2,9.385,0.426,4.001
13/10/2023 10:37:37,3,4.778,0.21,1.005
13/10/2023 10:37:38,2,9.385,0.681,6.389
13/10/2023 10:37:38,3,4.764,0.21,1.0
13/10/2023 10:37:39,2,7.22,0.698,5.042
13/10/2023 10:37:39,3,4.764,0.21,1.0
13/10/2023 10:37:40,2,6.626,0.604,4.001
13/10/2023 10:37:40,3,4.764,0.21,1.0
13/10/2023 10:37:41,2,6.625,0.604,4.0
13/10/2023 10:37:41,3,4.763,0.21,1.001
13/10/2023 10:37:42,2,6.625,0.604,4.0
13/10/2023 10:37:42,3,4.762,0.21,1.0
13/10/2023 10:37:43,2,6.625,0.604,4.0
13/10/2023 10:37:43,3,4.763,0.21,1.0
13/10/2023 10:37:43,2,7.178,0.327,2.344
13/10/2023 10:37:44,3,4.765,0.209,0.996
13/10/2023 10:37:44,2,9.384,0.416,3.901
13/10/2023 10:37:45,3,4.777,0.209,1.0
13/10/2023 10:37:45,2,9.386,0.426,4.0
13/10/2023 10:37:45,3,4.775,0.21,1.001
13/10/2023 10:37:46,2,9.385,0.426,4.0
13/10/2023 10:37:46,3,4.773,0.208,0.994
13/10/2023 10:37:47,2,9.384,0.426,4.0
13/10/2023 10:37:47,3,4.789,0.209,1.003
13/10/2023 10:37:48,2,9.385,0.426,4.0
13/10/2023 10:37:48,3,4.78,0.209,1.0
13/10/2023 10:37:49,2,9.385,0.426,4.0
13/10/2023 10:37:49,3,4.778,0.209,1.001
13/10/2023 10:37:50,2,9.385,0.426,4.0
13/10/2023 10:37:50,3,4.776,0.209,1.0
13/10/2023 10:37:51,2,9.385,0.209,1.0
13/10/2023 10:37:51,3,4.776,0.0,0.0
13/10/2023 10:37:51,4,0.0,0.0,0.0
13/10/2023 10:37:52,2,9.385,0.426,4.0
13/10/2023 10:37:52,3,4.776,0.209,1.0
13/10/2023 10:37:52,2,9.385,0.426,4.0
13/10/2023 10:37:52,3,4.776,0.209,1.001
13/10/2023 10:37:53,2,9.384,0.426,3.999
13/10/2023 10:37:53,3,4.775,0.209,1.0
13/10/2023 10:37:54,2,9.385,0.426,4.0
13/10/2023 10:37:54,3,4.774,0.209,1.0
13/10/2023 10:37:55,2,9.385,0.426,4.0
13/10/2023 10:37:55,3,4.774,0.209,1.0
13/10/2023 10:37:56,2,9.384,0.426,3.999
13/10/2023 10:37:56,3,4.772,0.209,1.0
13/10/2023 10:37:57,2,9.385,0.426,4.0
13/10/2023 10:37:57,3,4.773,0.21,1.0
13/10/2023 10:37:58,2,9.385,0.426,4.0
13/10/2023 10:37:58,3,4.772,0.21,1.0
13/10/2023 10:37:58,2,9.385,0.426,4.001
13/10/2023 10:37:59,3,4.772,0.21,1.0
13/10/2023 10:37:59,2,9.384,0.426,3.998
13/10/2023 10:37:59,3,4.771,0.21,1.0
13/10/2023 10:38:00,2,9.385,0.426,4.0
13/10/2023 10:38:00,3,4.771,0.21,1.0
13/10/2023 10:38:01,2,9.385,0.426,4.0
13/10/2023 10:38:01,3,4.771,0.21,1.0
13/10/2023 10:38:02,2,9.384,0.426,3.999
13/10/2023 10:38:02,3,4.77,0.21,1.0
13/10/2023 10:38:02,2,9.385,0.426,4.0
13/10/2023 10:38:03,3,4.77,0.21,1.0
13/10/2023 10:38:03,2,9.385,0.426,4.0
13/10/2023 10:38:03,3,4.77,0.21,1.0
13/10/2023 10:38:04,2,9.385,0.426,4.0
13/10/2023 10:38:04,3,4.77,0.21,1.0
13/10/2023 10:38:04,2,9.385,0.426,4.0
13/10/2023 10:38:04,3,4.77,0.21,1.0
13/10/2023 10:38:05,2,9.385,0.426,4.0
13/10/2023 10:38:05,3,4.77,0.21,1.0
13/10/2023 10:38:05,2,9.385,0.426,4.0
13/10/2023 10:38:06,3,4.77,0.21,1.0
13/10/2023 10:38:06,2,9.385,0.426,4.0
13/10/2023 10:38:06,3,4.77,0.21,1.0
13/10/2023 10:38:07,2,9.385,0.426,4.0
13/10/2023 10:38:07,3,4.769,0.21,1.0
13/10/2023 10:38:07,2,9.385,0.426,4.0
13/10/2023 10:38:07,3,4.77,0.21,1.0
13/10/2023 10:38:08,2,9.385,0.426,4.0
13/10/2023 10:38:08,3,4.769,0.21,1.0
13/10/2023 10:38:09,2,9.385,0.426,4.0
13/10/2023 10:38:09,3,4.77,0.21,1.0
13/10/2023 10:38:09,2,9.385,0.426,4.0
13/10/2023 10:38:09,3,4.77,0.21,1.0
13/10/2023 10:38:10,2,9.385,0.426,4.0
13/10/2023 10:38:10,3,4.77,0.21,1.0
13/10/2023 10:38:11,2,9.385,0.426,4.0
13/10/2023 10:38:11,3,4.769,0.21,1.0
13/10/2023 10:38:11,2,9.384,0.426,3.999
13/10/2023 10:38:11,3,4.77,0.21,1.0
13/10/2023 10:38:12,2,9.385,0.426,4.0
13/10/2023 10:38:12,3,4.77,0.21,1.0
13/10/2023 10:38:13,2,9.385,0.426,4.0
13/10/2023 10:38:13,3,4.77,0.21,1.0
13/10/2023 10:38:13,2,9.385,0.426,4.0
13/10/2023 10:38:13,3,4.771,0.21,1.0
13/10/2023 10:38:14,2,9.385,0.426,4.001
13/10/2023 10:38:14,3,4.77,0.21,1.0
13/10/2023 10:38:15,2,9.385,0.426,4.0
13/10/2023 10:38:15,3,4.77,0.21,1.0
13/10/2023 10:38:15,2,9.385,0.426,4.0
13/10/2023 10:38:15,3,4.77,0.21,1.0
13/10/2023 10:38:16,2,9.385,0.426,4.0
13/10/2023 10:38:16,3,4.77,0.21,1.0
13/10/2023 10:38:16,2,9.385,0.426,4.0
13/10/2023 10:38:17,3,4.77,0.21,1.0
13/10/2023 10:38:17,2,9.385,0.426,4.0
13/10/2023 10:38:17,3,4.77,0.21,1.001
13/10/2023 10:38:18,2,9.385,0.426,4.0
13/10/2023 10:38:18,3,4.77,0.21,1.0
13/10/2023 10:38:18,2,9.385,0.426,4.0
13/10/2023 10:38:19,3,4.769,0.21,1.0
13/10/2023 10:38:19,2,9.384,0.426,3.999
13/10/2023 10:38:19,3,4.771,0.21,1.0
13/10/2023 10:38:20,2,9.385,0.426,4.0
13/10/2023 10:38:20,3,4.769,0.21,1.0
13/10/2023 10:38:20,2,9.385,0.426,4.0
13/10/2023 10:38:21,3,4.769,0.21,1.0
13/10/2023 10:38:21,2,9.385,0.426,4.0
13/10/2023 10:38:21,3,4.77,0.21,1.001
13/10/2023 10:38:22,2,9.385,0.426,4.0
13/10/2023 10:38:22,3,4.771,0.21,1.001
13/10/2023 10:38:22,2,9.385,0.426,4.0
13/10/2023 10:38:23,3,4.769,0.21,1.0
13/10/2023 10:38:23,2,9.385,0.426,4.0
13/10/2023 10:38:23,3,4.769,0.21,1.0
13/10/2023 10:38:24,2,9.385,0.426,4.0
13/10/2023 10:38:24,3,4.769,0.21,1.0
13/10/2023 10:38:24,2,9.385,0.426,4.0
13/10/2023 10:38:24,3,4.769,0.21,1.0
13/10/2023 10:38:25,2,9.385,0.426,4.0
13/10/2023 10:38:25,3,4.771,0.21,1.0
13/10/2023 10:38:26,2,9.385,0.426,4.0
13/10/2023 10:38:26,3,4.771,0.21,1.0
13/10/2023 10:38:26,2,9.385,0.426,4.0
13/10/2023 10:38:26,3,4.77,0.21,1.0
13/10/2023 10:38:27,2,9.385,0.426,4.0
13/10/2023 10:38:27,3,4.77,0.21,1.0
13/10/2023 10:38:27,2,9.384,0.426,4.0
13/10/2023 10:38:28,3,4.769,0.21,1.0
13/10/2023 10:38:28,2,0.0,0.426,0.0
13/10/2023 10:38:28,3,4.769,0.21,1.0
13/10/2023 10:38:38,2,9.385,0.426,4.001
13/10/2023 10:38:38,3,4.769,0.21,1.001
13/10/2023 10:38:49,2,9.384,0.426,3.999
13/10/2023 10:38:49,3,4.768,0.21,1.0
13/10/2023 10:38:59,2,9.385,0.426,4.0
13/10/2023 10:38:59,3,4.767,0.21,1.0
13/10/2023 10:39:10,2,9.385,0.426,4.0
13/10/2023 10:39:10,3,4.768,0.21,1.0
13/10/2023 10:39:20,2,9.385,0.426,4.001
13/10/2023 10:39:20,3,4.768,0.21,1.0
13/10/2023 10:39:30,2,9.385,0.426,4.001
13/10/2023 10:39:30,3,4.767,0.21,1.001
13/10/2023 10:39:41,2,9.384,0.426,3.999
13/10/2023 10:39:41,3,4.764,0.21,0.999
13/10/2023 10:39:51,2,9.385,0.426,4.0
13/10/2023 10:39:51,3,4.766,0.21,1.0
13/10/2023 10:40:02,2,9.385,0.426,4.0
13/10/2023 10:40:02,3,4.766,0.21,1.0
13/10/2023 10:40:12,2,9.385,0.426,4.0
13/10/2023 10:40:12,3,4.766,0.21,0.999
13/10/2023 10:40:22,2,9.385,0.426,4.0
13/10/2023 10:40:23,3,4.767,0.21,1.0
13/10/2023 10:40:33,2,9.385,0.426,4.0
13/10/2023 10:40:33,3,4.768,0.21,1.0
13/10/2023 10:40:43,2,9.385,0.426,4.0
13/10/2023 10:40:43,3,4.768,0.21,0.999
13/10/2023 10:40:54,2,9.385,0.426,4.0
