Zeit,Kanal,Spannung,Strom,Leistung
12/10/2023 13:03:04,2,6.637,0.3013,1.9997281
12/10/2023 13:03:04,3,6.637,0.2848,1.8902176
12/10/2023 13:03:04,4,4.72,0.2011,0.9491919999999999
12/10/2023 13:03:17,2,6.637,0.3013,1.9997281
12/10/2023 13:03:17,3,6.637,0.275,1.825175
12/10/2023 13:03:17,4,4.72,0.2006,0.946832
12/10/2023 13:03:27,2,6.637,0.3013,1.9997281
12/10/2023 13:03:27,3,6.637,0.271,1.798627
12/10/2023 13:03:27,4,4.72,0.1971,0.9303119999999999
12/10/2023 13:03:38,2,6.637,0.3014,2.0003918
12/10/2023 13:03:38,3,6.637,0.2671,1.772079
12/10/2023 13:03:38,4,4.72,0.1965,0.92748
12/10/2023 13:03:48,2,6.637,0.3013,1.9997281
12/10/2023 13:03:48,3,6.637,0.2654,1.7601323999999998
12/10/2023 13:03:48,4,4.72,0.2002,0.9449439999999999
12/10/2023 13:03:59,2,6.637,0.3013,1.9997281
12/10/2023 13:03:59,3,6.637,0.2676,1.7760612
12/10/2023 13:03:59,4,4.72,0.2009,0.948248
12/10/2023 13:04:09,2,6.637,0.3013,1.9997281
12/10/2023 13:04:09,3,6.637,0.2624,1.7415488000000001
12/10/2023 13:04:10,4,4.72,0.2018,0.9534400000000001
12/10/2023 13:04:20,2,6.637,0.3013,1.9997281
12/10/2023 13:04:20,3,6.637,0.2612,1.7335843999999998
12/10/2023 13:04:20,4,4.72,0.2018,0.952496
12/10/2023 13:04:30,2,6.637,0.3014,2.0003918
12/10/2023 13:04:30,3,6.637,0.261,1.732257
12/10/2023 13:04:31,4,4.72,0.2032,0.959104
12/10/2023 13:04:41,2,6.637,0.3013,1.9997281
12/10/2023 13:04:41,3,6.637,0.2597,1.7236288999999998
12/10/2023 13:04:41,4,4.72,0.2032,0.959104
12/10/2023 13:04:51,2,6.637,0.3013,1.9997281
12/10/2023 13:04:51,3,6.637,0.2612,1.7335843999999998
12/10/2023 13:04:52,4,4.72,0.2033,0.959576
12/10/2023 13:05:02,2,6.637,0.3013,1.9997281
12/10/2023 13:05:02,3,6.637,0.2784,1.8477407999999997
12/10/2023 13:05:02,4,4.72,0.2037,0.9614639999999999
12/10/2023 13:05:12,2,6.637,0.3014,2.0003918
12/10/2023 13:05:12,3,6.637,0.2738,1.8172106
12/10/2023 13:05:12,4,4.72,0.2037,0.9614639999999999
12/10/2023 13:05:23,2,6.637,0.3014,2.0003918
12/10/2023 13:05:23,3,6.637,0.2728,1.8105736
12/10/2023 13:05:23,4,4.72,0.2035,0.9605199999999999
12/10/2023 13:05:33,2,6.637,0.3013,1.9997281
12/10/2023 13:05:33,3,6.637,0.271,1.798627
12/10/2023 13:05:33,4,4.72,0.204,0.9628799999999998
12/10/2023 13:05:44,2,6.637,0.3014,2.0003918
12/10/2023 13:05:44,3,6.637,0.269,1.785353
12/10/2023 13:05:44,4,4.72,0.204,0.9628799999999998
12/10/2023 13:05:54,2,6.637,0.3014,2.0003918
12/10/2023 13:05:56,3,6.637,0.2644,1.7548228000000001
12/10/2023 13:05:56,4,4.72,0.2033,0.959576
12/10/2023 13:06:07,2,6.637,0.3014,2.0003918
12/10/2023 13:06:09,3,6.637,0.2638,1.7508405999999996
12/10/2023 13:06:09,4,4.72,0.2034,0.9600479999999999
12/10/2023 13:06:19,2,6.637,0.3014,2.0003918
12/10/2023 13:06:19,3,6.637,0.2592,1.7203103999999998
12/10/2023 13:06:19,4,4.72,0.2037,0.9614639999999999
12/10/2023 13:06:30,2,6.637,0.3014,2.0003918
12/10/2023 13:06:30,3,6.637,0.26,1.72562
12/10/2023 13:06:31,4,4.72,0.2033,0.959576
12/10/2023 13:06:41,2,6.637,0.3014,2.0003918
12/10/2023 13:06:41,3,6.637,0.2579,1.7116823
12/10/2023 13:06:41,4,4.72,0.2034,0.9605199999999999
12/10/2023 13:06:52,2,6.637,0.3014,2.0003918
12/10/2023 13:06:52,3,6.637,0.2556,1.7010630999999996
12/10/2023 13:06:52,4,4.72,0.2033,0.959576
12/10/2023 13:07:03,2,6.637,0.3014,2.0003918
12/10/2023 13:07:03,3,6.637,0.2547,1.6904438999999998
12/10/2023 13:07:03,4,4.72,0.2034,0.9600479999999999
12/10/2023 13:07:13,2,6.637,0.3014,2.0003918
12/10/2023 13:07:14,3,6.637,0.2552,1.6937623999999998
12/10/2023 13:07:14,4,4.72,0.2032,0.959104
