Zeit,Kanal,Spannung,Strom,Leistung
27-09-2023 13:12:46,1,0.100  V,0.000  A,0.000  W
27-09-2023 13:12:46,2,6.633  V,0.302  A,2.001  W
27-09-2023 13:12:46,3,8.124  V,0.000  A,0.001  W
27-09-2023 13:12:51,1,0.100  V,0.000  A,0.000  W
27-09-2023 13:12:51,2,6.633  V,0.302  A,2.001  W
27-09-2023 13:12:51,3,8.124  V,0.000  A,0.001  W
